id,ppd,jenis_sekolah,kod_sekolah,nama_sekolah,alamat,poskod,bandar,no_telefon,no_faks,emel,lokasi,kerajaan/bantuan/swasta,bil_murid,bil_guru,x,y,primary_secondary,district,parlimen,dun
860,PPD SARIKEI,SJKC,YBC6105,SEKOLAH JENIS KEBANGSAAN (CINA) NAM KIEW,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YBC6105@moe.edu.my,Luar Bandar,SK,39,12,111.6052833,2.03515,Primary,Sarikei,P.208 Sarikei,N.46 Meradong
861,PPD SARIKEI,SJKC,YCC6114,SEKOLAH JENIS KEBANGSAAN (CINA) SAN MING,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YCC6114@moe.edu.my,Luar Bandar,SBK,52,12,111.418646,2.055788,Primary,Sarikei,P.206 Tanjong Manis,N.41 Kuala Rajang
862,PPD SARIKEI,SJKC,YCC6111,SEKOLAH JENIS KEBANGSAAN (CINA) SING MING SARIKEI,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YCC6111@moe.edu.my,Luar Bandar,SBK,37,12,111.563791,2.008684,Primary,Sarikei,P.209 Julau,N.47 Pakan
863,PPD SARIKEI,SJKC,YCC6108,SEKOLAH JENIS KEBANGSAAN (CINA) SIUNG HUA,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YCC6108@moe.edu.my,Luar Bandar,SBK,99,13,111.5377167,2.070566667,Primary,Sarikei,P.208 Sarikei,N.45 Repok
864,PPD SARIKEI,SJKC,YCC6117,SEKOLAH JENIS KEBANGSAAN (CINA) ST MARTIN,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84671271,84671271,YCC6117@moe.edu.my,Luar Bandar,SBK,81,17,111.4934667,2.04115,Primary,Sarikei,P.208 Sarikei,N.45 Repok
865,PPD SARIKEI,SJKC,YCC6113,SEKOLAH JENIS KEBANGSAAN (CINA) SU DOK,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YCC6113@moe.edu.my,Luar Bandar,SBK,33,10,111.5751167,2.034016667,Primary,Sarikei,P.208 Sarikei,N.45 Repok
866,PPD SARIKEI,SJKC,YCC6104,SEKOLAH JENIS KEBANGSAAN (CINA) SU HING,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YCC6104@moe.edu.my,Luar Bandar,SBK,40,12,111.506889,2.080307,Primary,Sarikei,P.208 Sarikei,N.45 Repok
867,PPD SARIKEI,SJKC,YCC6105,SEKOLAH JENIS KEBANGSAAN (CINA) SU KWONG,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84651340,84651340,YCC6105@moe.edu.my,Luar Bandar,SBK,130,16,111.52493,2.085903,Primary,Sarikei,P.208 Sarikei,N.45 Repok
868,PPD SARIKEI,SJKC,YCC6112,SEKOLAH JENIS KEBANGSAAN (CINA) SU LEE,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84655914,84655914,YCC6112@moe.edu.my,Luar Bandar,SBK,102,16,111.5062167,2.121283333,Primary,Sarikei,P.206 Tanjong Manis,N.41 Kuala Rajang
869,PPD SARIKEI,SJKC,YBC6106,SEKOLAH JENIS KEBANGSAAN (CINA) SU LOK,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84653154,84653154,YBC6106@moe.edu.my,Luar Bandar,SK,66,13,111.5037,2.098716667,Primary,Sarikei,P.208 Sarikei,N.45 Repok
870,PPD SARIKEI,SJKC,YCC6106,SEKOLAH JENIS KEBANGSAAN (CINA) SU MING,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,,TIADA,YCC6106@moe.edu.my,Luar Bandar,SBK,74,11,111.547067,2.13374,Primary,Sarikei,P.208 Sarikei,N.46 Meradong
871,PPD SARIKEI,SJKC,YCC6107,SEKOLAH JENIS KEBANGSAAN (CINA) SU TAK,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YCC6107@moe.edu.my,Luar Bandar,SBK,34,11,111.56739,2.145344,Primary,Sarikei,P.208 Sarikei,N.46 Meradong
872,PPD SARIKEI,SJKC,YBC6103,SEKOLAH JENIS KEBANGSAAN (CINA) SZE LU,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84671735,TIADA,YBC6103@moe.edu.my,Luar Bandar,SK,48,13,111.509173,2.057997,Primary,Sarikei,P.208 Sarikei,N.45 Repok
873,PPD SARIKEI,SJKC,YBC6102,SEKOLAH JENIS KEBANGSAAN (CINA) TIONG HO,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84671632,84671632,YBC6102@moe.edu.my,Luar Bandar,SK,75,12,111.5113528,2.0353222,Primary,Sarikei,P.209 Julau,N.47 Pakan
874,PPD SARIKEI,SJKC,YCC6110,SEKOLAH JENIS KEBANGSAAN (CINA) WAH MAN,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84657579,84657579,YCC6110@moe.edu.my,Luar Bandar,SBK,289,26,111.530314,2.106256,Primary,Sarikei,P.208 Sarikei,N.45 Repok
875,PPD SARIKEI,SK,YBA6105,SEKOLAH KEBANGSAAN ABANG HAJI MATAHIR,JALAN MASJID BARU,96100,SARIKEI,84651652,84651652,YBA6105@moe.edu.my,Luar Bandar,SK,415,53,111.5184667,2.127916667,Primary,Sarikei,P.208 Sarikei,N.45 Repok
876,PPD SARIKEI,SK,YBB6102,SEKOLAH KEBANGSAAN ADIN,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,,TIADA,YBB6102@moe.edu.my,Luar Bandar,SK,102,16,111.4110833,2.053783333,Primary,Sarikei,P.206 Tanjong Manis,N.41 Kuala Rajang
877,PPD SARIKEI,SR SABK,YCA6101,SEKOLAH KEBANGSAAN AGAMA SARIKEI,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84655920,84655920,YCA6101@moe.edu.my,Luar Bandar,SBK,394,39,111.50875,2.129233333,Primary,Sarikei,P.206 Tanjong Manis,N.41 Kuala Rajang
878,PPD SARIKEI,SK,YBB6107,SEKOLAH KEBANGSAAN ASSUN,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YBB6107@moe.edu.my,Luar Bandar,SK,38,13,111.4976333,1.922283333,Primary,Sarikei,P.209 Julau,N.47 Pakan
879,PPD SARIKEI,SK,YBB6103,SEKOLAH KEBANGSAAN BALONG,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YBB6103@moe.edu.my,Luar Bandar,SK,27,9,111.5097,1.96475,Primary,Sarikei,P.209 Julau,N.47 Pakan
880,PPD SARIKEI,SK,YBA6109,SEKOLAH KEBANGSAAN BUKIT KINYAU,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96109,SARIKEI,TIADA,TIADA,YBA6109@moe.edu.my,Luar Bandar,SK,49,18,111.375495,2.134453,Primary,Sarikei,P.206 Tanjong Manis,N.41 Kuala Rajang
881,PPD SARIKEI,SK,YBB6111,SEKOLAH KEBANGSAAN JAWA,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YBB6111@moe.edu.my,Luar Bandar,SK,56,13,111.3685167,2.002483333,Primary,Sarikei,P.206 Tanjong Manis,N.41 Kuala Rajang
882,PPD SARIKEI,SK,YBA6107,SEKOLAH KEBANGSAAN MANDOR ARIS,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84661359,TIADA,YBA6107@moe.edu.my,Luar Bandar,SK,89,18,111.3167,2.01955,Primary,Sarikei,P.206 Tanjong Manis,N.41 Kuala Rajang
883,PPD SARIKEI,SJKC,YCH6101,SEKOLAH KEBANGSAAN METHODIST ANGLO-CHINESE,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84651371,84651371,YCH6101@moe.edu.my,Luar Bandar,SBK,539,41,111.521217,2.129617,Primary,Sarikei,P.208 Sarikei,N.45 Repok
884,PPD SARIKEI,SK,YBB6118,SEKOLAH KEBANGSAAN MUARA PAYANG,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YBB6118@moe.edu.my,Luar Bandar,SK,44,14,111.524441,2.195055,Primary,Sarikei,P.206 Tanjong Manis,N.41 Kuala Rajang
885,PPD SARIKEI,SK,YBB6104,SEKOLAH KEBANGSAAN PENGHULU ANDIN,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YBB6104@moe.edu.my,Luar Bandar,SK,102,13,111.5648,2.010516667,Primary,Sarikei,P.209 Julau,N.47 Pakan
886,PPD SARIKEI,SK,YBB6108,SEKOLAH KEBANGSAAN RENTAP,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YBB6108@moe.edu.my,Luar Bandar,SK,57,12,111.619224,2.015085,Primary,Sarikei,P.208 Sarikei,N.46 Meradong
887,PPD SARIKEI,SK,YBA6111,SEKOLAH KEBANGSAAN SARIKEI,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84657162,84657162,YBA6111@moe.edu.my,Luar Bandar,SK,448,42,111.4996167,2.1324,Primary,Sarikei,P.206 Tanjong Manis,N.41 Kuala Rajang
888,PPD SARIKEI,SK,YBB6115,SEKOLAH KEBANGSAAN SELANGAN,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YBB6115@moe.edu.my,Luar Bandar,SK,101,12,111.5587167,2.089366667,Primary,Sarikei,P.208 Sarikei,N.45 Repok
889,PPD SARIKEI,SK,YBB6112,SEKOLAH KEBANGSAAN SG PAOH,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84671875,TIADA,YBB6112@moe.edu.my,Luar Bandar,SK,141,17,111.4624667,2.010083333,Primary,Sarikei,P.209 Julau,N.47 Pakan
890,PPD SARIKEI,SK,YBB6113,SEKOLAH KEBANGSAAN SG PETAI,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YBB6113@moe.edu.my,Luar Bandar,SK,59,12,111.59808,2.090977,Primary,Sarikei,P.208 Sarikei,N.46 Meradong
891,PPD SARIKEI,SK,YBA6102,SEKOLAH KEBANGSAAN SG SENTEBU,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YBA6102@moe.edu.my,Luar Bandar,SK,52,14,111.4944,2.11615,Primary,Sarikei,P.208 Sarikei,N.45 Repok
892,PPD SARIKEI,SK,YCB6101,SEKOLAH KEBANGSAAN ST ANNE,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84651135,84651135,YCB6101@moe.edu.my,Luar Bandar,SBK,830,51,111.52105,2.125966667,Primary,Sarikei,P.208 Sarikei,N.45 Repok
893,PPD SARIKEI,SK,YBB6106,SEKOLAH KEBANGSAAN ST. ANDREW,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YBB6106@moe.edu.my,Luar Bandar,SK,87,14,111.4397667,2.089066667,Primary,Sarikei,P.206 Tanjong Manis,N.41 Kuala Rajang
894,PPD SARIKEI,SK,YBB6114,SEKOLAH KEBANGSAAN TANAH PUTIH,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YBB6114@moe.edu.my,Luar Bandar,SK,48,13,111.553014,2.15871,Primary,Sarikei,P.208 Sarikei,N.46 Meradong
895,PPD SARIKEI,SK,YBB6101,SEKOLAH KEBANGSAAN UDIN,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YBB6101@moe.edu.my,Luar Bandar,SK,87,13,111.5064333,1.99495,Primary,Sarikei,P.209 Julau,N.47 Pakan
896,PPD SELANGAU,SJKC,YCC3405,SEKOLAH JENIS KEBANGSAAN (CINA) TONG AH,"KM 83, JALAN SIBU-BINTULU, SELANGAU",96000,SIBU,84891180,84891180,YCC3405@moe.edu.my,Luar Bandar,SBK,113,17,112.3255833,2.528916667,Primary,Selangau,P.214 Selangau,N.59 Tamin
897,PPD SELANGAU,SK,YBA3501,SEKOLAH KEBANGSAAN BATU 36,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,84894104,84894104,YBA3501@moe.edu.my,Luar Bandar,SK,264,25,112.2128,2.418866667,Primary,Selangau,P.214 Selangau,N.59 Tamin
898,PPD SELANGAU,SK,YBA3206,SEKOLAH KEBANGSAAN BUKIT ARIP,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBA3206@moe.edu.my,Luar Bandar,SK,81,14,112.66935,2.73765,Primary,Selangau,P.214 Selangau,N.60 Kakus
899,PPD SELANGAU,SK,YBA3408,SEKOLAH KEBANGSAAN DIJIH,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBA3408@moe.edu.my,Luar Bandar,SK,236,20,112.2664167,2.525066667,Primary,Selangau,P.213 Mukah,N.57 Tellian
900,PPD SELANGAU,SK,YBE3413,SEKOLAH KEBANGSAAN IBAN UNION,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBE3413@moe.edu.my,Luar Bandar,SK,24,9,112.609985,2.758155,Primary,Selangau,P.214 Selangau,N.60 Kakus
901,PPD SELANGAU,SK,YBE3412,SEKOLAH KEBANGSAAN KUALA LEMAI,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBE3412@moe.edu.my,Luar Bandar,SK,14,9,112.505279,2.687033,Primary,Selangau,P.214 Selangau,N.59 Tamin
902,PPD SELANGAU,SK,YBB3412,SEKOLAH KEBANGSAAN KUALA PELUGAU,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3412@moe.edu.my,Luar Bandar,SK,83,16,112.5473167,2.6159,Primary,Selangau,P.214 Selangau,N.59 Tamin
903,PPD SELANGAU,SK,YBB3405,SEKOLAH KEBANGSAAN NANGA KUA,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3405@moe.edu.my,Luar Bandar,SK,96,14,112.3182333,2.439783333,Primary,Selangau,P.214 Selangau,N.59 Tamin
904,PPD SELANGAU,SK,YBE3408,SEKOLAH KEBANGSAAN NANGA SELANGAU,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,84894581,TIADA,YBE3408@moe.edu.my,Luar Bandar,SK,276,25,112.3255667,2.507816667,Primary,Selangau,P.214 Selangau,N.59 Tamin
905,PPD SELANGAU,SK,YBB3502,SEKOLAH KEBANGSAAN NANGA TAJAM,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3502@moe.edu.my,Luar Bandar,SK,78,14,112.10285,2.437916667,Primary,Selangau,P.214 Selangau,N.59 Tamin
906,PPD SELANGAU,SK,YBB3506,SEKOLAH KEBANGSAAN PENGHULU IMBAN,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,194866165,TIADA,YBB3506@moe.edu.my,Luar Bandar,SK,251,26,112.12755,2.354316667,Primary,Selangau,P.214 Selangau,N.59 Tamin
907,PPD SELANGAU,SK,YBB3415,SEKOLAH KEBANGSAAN SG ANAK,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3415@moe.edu.my,Luar Bandar,SK,71,11,112.6619167,2.812966667,Primary,Selangau,P.214 Selangau,N.60 Kakus
908,PPD SELANGAU,SK,YBB3406,SEKOLAH KEBANGSAAN SG ARAU,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3406@moe.edu.my,Luar Bandar,SK,14,9,112.569898,2.306844,Primary,Selangau,P.214 Selangau,N.59 Tamin
909,PPD SELANGAU,SK,YBB3408,SEKOLAH KEBANGSAAN SG BAWANG,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3408@moe.edu.my,Luar Bandar,SK,60,12,112.5904,2.6975,Primary,Selangau,P.214 Selangau,N.60 Kakus
910,PPD SELANGAU,SK,YBB3409,SEKOLAH KEBANGSAAN SG BULOH,SELANGAU,96000,SIBU,TIADA,TIADA,YBB3409@moe.edu.my,Luar Bandar,SK,123,11,112.4256167,2.581866667,Primary,Selangau,P.214 Selangau,N.59 Tamin
911,PPD SELANGAU,SK,YBA3405,SEKOLAH KEBANGSAAN SG KEMENA,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBA3405@moe.edu.my,Luar Bandar,SK,77,10,112.6185333,2.655183333,Primary,Selangau,P.214 Selangau,N.59 Tamin
912,PPD SELANGAU,SK,YBB3416,SEKOLAH KEBANGSAAN SG SEPIRING/SG TEPUS,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3416@moe.edu.my,Luar Bandar,SK,228,24,112.5047333,2.558883333,Primary,Selangau,P.214 Selangau,N.59 Tamin
913,PPD SELANGAU,SK,YBB3410,SEKOLAH KEBANGSAAN SG TAU,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3410@moe.edu.my,Luar Bandar,SK,21,8,112.5920833,2.721966667,Primary,Selangau,P.214 Selangau,N.60 Kakus
914,PPD SELANGAU,SK,YCB3503,SEKOLAH KEBANGSAAN ST MARK,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YCB3503@moe.edu.my,Luar Bandar,SBK,47,14,112.073561,2.50998,Primary,Selangau,P.214 Selangau,N.59 Tamin
915,PPD SELANGAU,SK,YCB3501,SEKOLAH KEBANGSAAN ST MATTHEW SEKUAU,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YCB3501@moe.edu.my,Luar Bandar,SBK,72,13,112.169691,2.342643,Primary,Selangau,P.214 Selangau,N.59 Tamin
916,PPD SELANGAU,SK,YBB3505,SEKOLAH KEBANGSAAN SUNGAI PAKOH,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBB3505@moe.edu.my,Luar Bandar,SK,33,13,112.20529,2.288467,Primary,Selangau,P.214 Selangau,N.59 Tamin
917,PPD SELANGAU,SK,YBE3414,SEKOLAH KEBANGSAAN ULU SG ARIP,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,TIADA,TIADA,YBE3414@moe.edu.my,Luar Bandar,SK,65,13,112.7069167,2.715,Primary,Selangau,P.214 Selangau,N.60 Kakus
918,PPD SERIAN,SJKC,YCC8202,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 29,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,82878897,82878897,YCC8202@moe.edu.my,Luar Bandar,SBK,81,15,110.475951,1.256428,Primary,Serian,P.197 Kota Samarahan,N.16 Muara Tuang
919,PPD SERIAN,SJKC,YCC8205,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 32,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,82878573,82878573,YCC8205@moe.edu.my,Luar Bandar,SBK,149,17,110.514168,1.224078,Primary,Serian,P.198 Puncak Borneo,N.20 Tarat
920,PPD SERIAN,SJKC,YCC8204,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 35,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,82874785,82874785,YCC8204@moe.edu.my,Luar Bandar,SBK,177,16,110.53937,1.201885,Primary,Serian,P.198 Puncak Borneo,N.20 Tarat
921,PPD SERIAN,SJKC,YCC8201,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SERIAN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,82874322,82876657,YCC8201@moe.edu.my,Luar Bandar,SBK,512,36,110.57,1.17,Primary,Serian,P.199 Serian,N.23 Bukit Semuja
922,PPD SERIAN,SJKC,YBC8202,SEKOLAH JENIS KEBANGSAAN (CINA) PANGKALAN BEDUP,"BATU 7, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBC8202@moe.edu.my,Luar Bandar,SK,68,13,110.633883,1.087064,Primary,Serian,P.199 Serian,N.23 Bukit Semuja
923,PPD SERIAN,SJKC,YBC8201,SEKOLAH JENIS KEBANGSAAN (CINA) SG MENYAN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,82895113,TIADA,YBC8201@moe.edu.my,Luar Bandar,SK,284,26,110.71,1.04,Primary,Serian,P.199 Serian,N.22 Kedup
924,PPD SERIAN,SK,YCB8217,SEKOLAH KEBANGSAAN ALL SAINTS PLAMAN NYABET,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YCB8217@moe.edu.my,Luar Bandar,SBK,35,10,110.440203,1.208578,Primary,Serian,P.199 Serian,N.21 Tebedu
925,PPD SERIAN,SK,YBB8211,SEKOLAH KEBANGSAAN BALAI RINGIN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,82877505,82877505,YBB8211@moe.edu.my,Luar Bandar,SK,296,34,110.748852,1.048526,Primary,Serian,P.202 Sri Aman,N.30 Balai Ringin
926,PPD SERIAN,SK,YBB8228,SEKOLAH KEBANGSAAN BEDUP,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8228@moe.edu.my,Luar Bandar,SK,144,18,110.602429,1.087075,Primary,Serian,P.199 Serian,N.23 Bukit Semuja
927,PPD SERIAN,SK,YBB8232,SEKOLAH KEBANGSAAN DAHA,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8232@moe.edu.my,Luar Bandar,SK,85,15,110.470485,0.938659,Primary,Tebedu,P.199 Serian,N.21 Tebedu
928,PPD SERIAN,SK,YBB8231,SEKOLAH KEBANGSAAN ENGKAROH,"KPG. ENGKEROH, JALAN SERIAN/MONGKOS",94700,SERIAN,TIADA,TIADA,YBB8231@moe.edu.my,Luar Bandar,SK,80,12,110.535679,1.011838,Primary,Serian,P.199 Serian,N.22 Kedup
